,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending,toxicity,identityAttack,insult
10,694286778043125,https://www.facebook.com/ads/archive/render_ad/?id=694286778043125&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,7999,USD,199,0,0,0
11,837309880090755,https://www.facebook.com/ads/archive/render_ad/?id=837309880090755&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,6999,USD,199,0,0,0
12,851097665378056,https://www.facebook.com/ads/archive/render_ad/?id=851097665378056&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,6999,USD,199,0,0,0
13,858087454687087,https://www.facebook.com/ads/archive/render_ad/?id=858087454687087&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,4999,USD,199,0,0,0
14,882795312144741,https://www.facebook.com/ads/archive/render_ad/?id=882795312144741&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,4999,USD,99,0,0,0
15,926610904455183,https://www.facebook.com/ads/archive/render_ad/?id=926610904455183&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,7999,USD,199,0,0,0
16,1576755715832328,https://www.facebook.com/ads/archive/render_ad/?id=1576755715832328&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,6999,USD,199,0,0,0
17,1753984998059098,https://www.facebook.com/ads/archive/render_ad/?id=1753984998059098&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,6999,USD,199,0,0,0
18,2472649589503060,https://www.facebook.com/ads/archive/render_ad/?id=2472649589503060&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,7999,USD,199,0,0,0
19,2623002681251559,https://www.facebook.com/ads/archive/render_ad/?id=2623002681251559&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,6999,USD,199,0,0,0
20,2902407389844649,https://www.facebook.com/ads/archive/render_ad/?id=2902407389844649&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,7999,USD,199,0,0,0
21,2589575888025342,https://www.facebook.com/ads/archive/render_ad/?id=2589575888025342&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Pacific Rivers recently released ""Sanctuary,"" a short film that explores how veterans and urban youth found healing in Oregon's wild places. Click to watch the film and learn about the importance of wildlife sanctuaries on our public lands.",Patagonia,24999,USD,199,0,0,0
22,244949203405897,https://www.facebook.com/ads/archive/render_ad/?id=244949203405897&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Foster the Earth is looking for an individual that shares their passion for protecting wilderness and empowering underserved youth in Bozeman. Click to learn about their open volunteer leader position, and consider joining their team of dedicated advocates.",Patagonia,39999,USD,199,0,0,0
23,238358184059951,https://www.facebook.com/ads/archive/render_ad/?id=238358184059951&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join Patagonia grantee Rocky Mountain Wild in celebrating Colorado Public Lands Day on May 16. Click to learn about community-led efforts to make outdoor spaces more inclusive and equitable, and ways you can get involved.",Patagonia,34999,USD,199,0,0,0
24,2711204922501415,https://www.facebook.com/ads/archive/render_ad/?id=2711204922501415&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join Patagonia grantee Rocky Mountain Wild and fellow wildlife advocates on May 15 for a virtual celebration of Colorado's endangered species. Tune in to enjoy an afternoon of art, poems and stories honoring at-risk wildlife throughout the state.",Patagonia,24999,USD,199,1,0,0
25,242862913459403,https://www.facebook.com/ads/archive/render_ad/?id=242862913459403&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Rocky Mountain Wild is highlighting bats as part of Colorado's Endangered Species Week. Check out their resources, activities and videos to learn about local bat species and ways you can help protect bat populations near you.",Patagonia,29999,USD,199,0,0,0
26,235974944180589,https://www.facebook.com/ads/archive/render_ad/?id=235974944180589&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Rocky Mountain Wild is highlighting the American Pika as part of Colorado's Endangered Species Week. Check out their resources, activities and videos to learn about these vulnerable animals and how you can help protect pika populations near you.",Patagonia,39999,USD,199,0,0,1
27,276084973788278,https://www.facebook.com/ads/archive/render_ad/?id=276084973788278&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},City Journal,14999,USD,99,0,0,0
28,1318014745255661,https://www.facebook.com/ads/archive/render_ad/?id=1318014745255661&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join Patagonia grantee Washington Environmental Council on May 14 for their webinar, ""Experience and Share your Puget Sound: Through Words, Art, Activity."" Tune in to hear from several Puget Sounders on their experiences and connections to the places they love.",Patagonia,19999,USD,199,0,0,0
29,2690874887903984,https://www.facebook.com/ads/archive/render_ad/?id=2690874887903984&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Patagonia grantee Marine Conservation Institute is hosting a photo contest to celebrate the crucial role that the ocean plays in all our lives. Click to learn more about the contest details and submit your best shot.,Patagonia,14999,USD,99,0,0,0
30,172499587440422,https://www.facebook.com/ads/archive/render_ad/?id=172499587440422&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Go behind the scenes with Chicago Mayor Lori Lightfoot at Shedd Aquarium now in episode 1 of our new virtual series supported by Citadel! Watch the episode and get to know Wellington the penguin.,Hit Play Chicago,7999,USD,99,0,0,0
31,524705871537552,https://www.facebook.com/ads/archive/render_ad/?id=524705871537552&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Go behind the scenes with Chicago Mayor Lori Lightfoot at Shedd Aquarium now in episode 1 of our new virtual series supported by Citadel! Watch the episode and get to know Wellington the penguin.,Hit Play Chicago,4999,USD,99,0,0,0
32,573476090210104,https://www.facebook.com/ads/archive/render_ad/?id=573476090210104&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Go behind the scenes with Chicago Mayor Lori Lightfoot at Shedd Aquarium now in episode 1 of our new virtual series supported by Citadel! Watch the episode and get to know Wellington the penguin.,Hit Play Chicago,6999,USD,99,0,0,0
33,831507284006447,https://www.facebook.com/ads/archive/render_ad/?id=831507284006447&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Go behind the scenes with Chicago Mayor Lori Lightfoot at Shedd Aquarium now in episode 1 of our new virtual series supported by Citadel! Watch the episode and get to know Wellington the penguin.,Hit Play Chicago,14999,USD,99,0,0,0
34,233059074615463,https://www.facebook.com/ads/archive/render_ad/?id=233059074615463&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,We’re proud to join Chicago Mayor Lori Lightfoot to take students and families behind the scenes at some of Chicago’s iconic institutions. Read more about how you can access these virtual field trips.,Citadel Careers,1999,USD,99,0,0,0
35,533765753940201,https://www.facebook.com/ads/archive/render_ad/?id=533765753940201&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,We’re proud to join Chicago Mayor Lori Lightfoot to take students and families behind the scenes at some of Chicago’s iconic institutions. Read more about how you can access these virtual field trips.,Citadel Careers,1999,USD,99,0,0,0
36,603911056879941,https://www.facebook.com/ads/archive/render_ad/?id=603911056879941&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,We’re proud to join Chicago Mayor Lori Lightfoot to take students and families behind the scenes at some of Chicago’s iconic institutions. Read more about how you can access these virtual field trips.,Citadel Careers,3999,USD,99,0,0,0
37,1104459286601430,https://www.facebook.com/ads/archive/render_ad/?id=1104459286601430&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,We’re proud to join Chicago Mayor Lori Lightfoot to take students and families behind the scenes at some of Chicago’s iconic institutions. Read more about how you can access these virtual field trips.,Citadel Careers,1999,USD,99,0,0,0
38,161329935310109,https://www.facebook.com/ads/archive/render_ad/?id=161329935310109&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The 2020 Census is used to inform funding decisions, services, create jobs, and much more! Click below for more information.",Illinois Association of Community Action Agencies,34999,USD,99,0,0,0
39,162704901829038,https://www.facebook.com/ads/archive/render_ad/?id=162704901829038&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The 2020 Census is used to inform funding decisions, services, create jobs, and much more! Click below for more information.",Illinois Association of Community Action Agencies,29999,USD,199,0,0,0
40,241559597059518,https://www.facebook.com/ads/archive/render_ad/?id=241559597059518&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The 2020 Census is the decennial population count that can have a big impact on your state or community. Click below for more information!,Illinois Association of Community Action Agencies,14999,USD,99,0,0,0
41,260013478682648,https://www.facebook.com/ads/archive/render_ad/?id=260013478682648&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The 2020 Census is the decennial population count that can have a big impact on your state or community. Click below for more information!,Illinois Association of Community Action Agencies,24999,USD,99,0,0,0
42,278584853160741,https://www.facebook.com/ads/archive/render_ad/?id=278584853160741&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The 2020 Census is used to inform funding decisions, services, create jobs, and much more! Click below for more information.",Illinois Association of Community Action Agencies,79999,USD,299,0,0,0
43,447099592788863,https://www.facebook.com/ads/archive/render_ad/?id=447099592788863&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The 2020 Census is the decennial population count that can have a big impact on your state or community. Click below for more information!,Illinois Association of Community Action Agencies,19999,USD,99,0,0,0
44,525010488384083,https://www.facebook.com/ads/archive/render_ad/?id=525010488384083&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The 2020 Census is the decennial population count that can have a big impact on your state or community. Click below for more information!,Illinois Association of Community Action Agencies,124999,USD,299,0,0,0
45,669050183653981,https://www.facebook.com/ads/archive/render_ad/?id=669050183653981&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The 2020 Census is the decennial population count that can have a big impact on your state or community. Click below for more information!,Illinois Association of Community Action Agencies,69999,USD,199,0,0,0
46,688486285246086,https://www.facebook.com/ads/archive/render_ad/?id=688486285246086&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The 2020 Census is used to inform funding decisions, services, create jobs, and much more! Click below for more information.",Illinois Association of Community Action Agencies,249999,USD,499,0,0,0
47,946254269138704,https://www.facebook.com/ads/archive/render_ad/?id=946254269138704&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The 2020 Census is used to inform funding decisions, services, create jobs, and much more! Click below for more information.",Illinois Association of Community Action Agencies,174999,USD,499,0,0,0
48,2908942815864291,https://www.facebook.com/ads/archive/render_ad/?id=2908942815864291&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The 2020 Census is the decennial population count that can have a big impact on your state or community. Click below for more information!,Illinois Association of Community Action Agencies,124999,USD,299,0,0,0
49,3863463640361546,https://www.facebook.com/ads/archive/render_ad/?id=3863463640361546&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The 2020 Census is used to inform funding decisions, services, create jobs, and much more! Click below for more information.",Illinois Association of Community Action Agencies,69999,USD,199,0,0,0
50,526696898026055,https://www.facebook.com/ads/archive/render_ad/?id=526696898026055&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The deadline to submit an application to vote by mail is May 21! Submit your application TODAY and vote for fellow union member Robbie Tovar for Tippecanoe County Council in the Democratic Primary on June 2!,Indiana AFL-CIO,14999,USD,199,0,0,0
51,240406350611223,https://www.facebook.com/ads/archive/render_ad/?id=240406350611223&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Out of work as a result of the coronavirus? I’ve launched a virtual job fair to help connect people with available jobs:,Congressman Brian Mast,59999,USD,999,0,0,0
