,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending
10,694286778043125,https://www.facebook.com/ads/archive/render_ad/?id=694286778043125&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '6000', 'upper_bound': '6999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
11,837309880090755,https://www.facebook.com/ads/archive/render_ad/?id=837309880090755&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '5000', 'upper_bound': '5999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
12,851097665378056,https://www.facebook.com/ads/archive/render_ad/?id=851097665378056&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '6000', 'upper_bound': '6999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
13,858087454687087,https://www.facebook.com/ads/archive/render_ad/?id=858087454687087&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '4000', 'upper_bound': '4999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
14,882795312144741,https://www.facebook.com/ads/archive/render_ad/?id=882795312144741&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '3000', 'upper_bound': '3999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
15,926610904455183,https://www.facebook.com/ads/archive/render_ad/?id=926610904455183&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '6000', 'upper_bound': '6999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
16,1576755715832328,https://www.facebook.com/ads/archive/render_ad/?id=1576755715832328&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '5000', 'upper_bound': '5999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
17,1753984998059098,https://www.facebook.com/ads/archive/render_ad/?id=1753984998059098&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '6000', 'upper_bound': '6999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
18,2472649589503060,https://www.facebook.com/ads/archive/render_ad/?id=2472649589503060&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '6000', 'upper_bound': '6999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
19,2623002681251559,https://www.facebook.com/ads/archive/render_ad/?id=2623002681251559&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '5000', 'upper_bound': '5999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
20,2902407389844649,https://www.facebook.com/ads/archive/render_ad/?id=2902407389844649&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Vote Yes for Fair Tax,"{'lower_bound': '6000', 'upper_bound': '6999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
21,2589575888025342,https://www.facebook.com/ads/archive/render_ad/?id=2589575888025342&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Pacific Rivers recently released ""Sanctuary,"" a short film that explores how veterans and urban youth found healing in Oregon's wild places. Click to watch the film and learn about the importance of wildlife sanctuaries on our public lands.",Patagonia,"{'lower_bound': '15000', 'upper_bound': '19999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
22,244949203405897,https://www.facebook.com/ads/archive/render_ad/?id=244949203405897&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Foster the Earth is looking for an individual that shares their passion for protecting wilderness and empowering underserved youth in Bozeman. Click to learn about their open volunteer leader position, and consider joining their team of dedicated advocates.",Patagonia,"{'lower_bound': '30000', 'upper_bound': '34999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
23,238358184059951,https://www.facebook.com/ads/archive/render_ad/?id=238358184059951&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join Patagonia grantee Rocky Mountain Wild in celebrating Colorado Public Lands Day on May 16. Click to learn about community-led efforts to make outdoor spaces more inclusive and equitable, and ways you can get involved.",Patagonia,"{'lower_bound': '25000', 'upper_bound': '29999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
24,2711204922501415,https://www.facebook.com/ads/archive/render_ad/?id=2711204922501415&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join Patagonia grantee Rocky Mountain Wild and fellow wildlife advocates on May 15 for a virtual celebration of Colorado's endangered species. Tune in to enjoy an afternoon of art, poems and stories honoring at-risk wildlife throughout the state.",Patagonia,"{'lower_bound': '20000', 'upper_bound': '24999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
25,2739055166221568,https://www.facebook.com/ads/archive/render_ad/?id=2739055166221568&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Tune in to Patagonia grantee Rocky Mountain Wild's virtual conversation on May 14 to learn about Colorado's bat species, threats to their survival and how you can help protect bat populations near you.",Patagonia,"{'lower_bound': '25000', 'upper_bound': '29999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
26,242862913459403,https://www.facebook.com/ads/archive/render_ad/?id=242862913459403&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Rocky Mountain Wild is highlighting bats as part of Colorado's Endangered Species Week. Check out their resources, activities and videos to learn about local bat species and ways you can help protect bat populations near you.",Patagonia,"{'lower_bound': '20000', 'upper_bound': '24999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
27,235974944180589,https://www.facebook.com/ads/archive/render_ad/?id=235974944180589&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Patagonia grantee Rocky Mountain Wild is highlighting the American Pika as part of Colorado's Endangered Species Week. Check out their resources, activities and videos to learn about these vulnerable animals and how you can help protect pika populations near you.",Patagonia,"{'lower_bound': '30000', 'upper_bound': '34999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
28,3377529338943261,https://www.facebook.com/ads/archive/render_ad/?id=3377529338943261&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Patagonia grantee Friends of the Everglades recently relaunched their Young Friends of the Everglades program with new virtual learning tools. Check out their online resources that can connect South Florida’s youth to the Everglades and inspire the next generation of environmental stewards.,Patagonia,"{'lower_bound': '25000', 'upper_bound': '29999'}",USD,"{'lower_bound': '200', 'upper_bound': '299'}"
29,276084973788278,https://www.facebook.com/ads/archive/render_ad/?id=276084973788278&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},City Journal,"{'lower_bound': '10000', 'upper_bound': '14999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
30,1318014745255661,https://www.facebook.com/ads/archive/render_ad/?id=1318014745255661&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join Patagonia grantee Washington Environmental Council on May 14 for their webinar, ""Experience and Share your Puget Sound: Through Words, Art, Activity."" Tune in to hear from several Puget Sounders on their experiences and connections to the places they love.",Patagonia,"{'lower_bound': '10000', 'upper_bound': '14999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
31,2690874887903984,https://www.facebook.com/ads/archive/render_ad/?id=2690874887903984&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Patagonia grantee Marine Conservation Institute is hosting a photo contest to celebrate the crucial role that the ocean plays in all our lives. Click to learn more about the contest details and submit your best shot.,Patagonia,"{'lower_bound': '8000', 'upper_bound': '8999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
32,171822430780790,https://www.facebook.com/ads/archive/render_ad/?id=171822430780790&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Our Flag Does Not Fly Because The Wind Moves It. It Flies With The Last Breath of Each Soldier Who Died Protecting It.”
https://myfreedomjersey.com/memorial_day

🇺🇸 HONORING ALL WHO SERVED 🇺🇸
Take $40 off NOW thru Memorial Day

THE PERFECT GIFT for American Patriots, US Veterans, & Active Military!
✓ Limited Edition
✓ Made in the USA
✓ Veteran Owned & Operated
🚚💨 Fast Shipping!

Normally $89 Get it for a Limited Time ONLY just $49

Grab YOURS here ⬇⬇⬇
https://myfreedomjersey.com/memorial_day

⚠️ SUPPORT A VETERAN ⚠️
Proceeds From This Sale Benefit Our Friends at Wounded Warrior Project®",My Freedom Jersey,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
33,180944073063913,https://www.facebook.com/ads/archive/render_ad/?id=180944073063913&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Our Flag Does Not Fly Because The Wind Moves It. It Flies With The Last Breath of Each Soldier Who Died Protecting It.”
https://myfreedomjersey.com/memorial_day

🇺🇸 HONORING ALL WHO SERVED 🇺🇸
Take $40 off NOW thru Memorial Day

THE PERFECT GIFT for American Patriots, US Veterans, & Active Military!
✓ Limited Edition
✓ Made in the USA
✓ Veteran Owned & Operated
🚚💨 Fast Shipping!

Normally $89 Get it for a Limited Time ONLY just $49

Grab YOURS here ⬇⬇⬇
https://myfreedomjersey.com/memorial_day

⚠️ SUPPORT A VETERAN ⚠️
Proceeds From This Sale Benefit Our Friends at Wounded Warrior Project®",My Freedom Jersey,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
34,189656535388896,https://www.facebook.com/ads/archive/render_ad/?id=189656535388896&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Our Flag Does Not Fly Because The Wind Moves It. It Flies With The Last Breath of Each Soldier Who Died Protecting It.”
https://myfreedomjersey.com/memorial_day

🇺🇸 HONORING ALL WHO SERVED 🇺🇸
Take $40 off NOW thru Memorial Day

THE PERFECT GIFT for American Patriots, US Veterans, & Active Military!
✓ Limited Edition
✓ Made in the USA
✓ Veteran Owned & Operated
🚚💨 Fast Shipping!

Normally $89 Get it for a Limited Time ONLY just $49

Grab YOURS here ⬇⬇⬇
https://myfreedomjersey.com/memorial_day

⚠️ SUPPORT A VETERAN ⚠️
Proceeds From This Sale Benefit Our Friends at Wounded Warrior Project®",My Freedom Jersey,"{'lower_bound': '3000', 'upper_bound': '3999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
35,232075074737712,https://www.facebook.com/ads/archive/render_ad/?id=232075074737712&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Our Flag Does Not Fly Because The Wind Moves It. It Flies With The Last Breath of Each Soldier Who Died Protecting It.”
https://myfreedomjersey.com/memorial_day

🇺🇸 HONORING ALL WHO SERVED 🇺🇸
Take $40 off NOW thru Memorial Day

THE PERFECT GIFT for American Patriots, US Veterans, & Active Military!
✓ Limited Edition
✓ Made in the USA
✓ Veteran Owned & Operated
🚚💨 Fast Shipping!

Normally $89 Get it for a Limited Time ONLY just $49

Grab YOURS here ⬇⬇⬇
https://myfreedomjersey.com/memorial_day

⚠️ SUPPORT A VETERAN ⚠️
Proceeds From This Sale Benefit Our Friends at Wounded Warrior Project®",My Freedom Jersey,"{'lower_bound': '6000', 'upper_bound': '6999'}",USD,"{'lower_bound': '100', 'upper_bound': '199'}"
36,273041567189566,https://www.facebook.com/ads/archive/render_ad/?id=273041567189566&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Our Flag Does Not Fly Because The Wind Moves It. It Flies With The Last Breath of Each Soldier Who Died Protecting It.”
https://myfreedomjersey.com/memorial_day

🇺🇸 HONORING ALL WHO SERVED 🇺🇸
Take $40 off NOW thru Memorial Day

THE PERFECT GIFT for American Patriots, US Veterans, & Active Military!
✓ Limited Edition
✓ Made in the USA
✓ Veteran Owned & Operated
🚚💨 Fast Shipping!

Normally $89 Get it for a Limited Time ONLY just $49

Grab YOURS here ⬇⬇⬇
https://myfreedomjersey.com/memorial_day

⚠️ SUPPORT A VETERAN ⚠️
Proceeds From This Sale Benefit Our Friends at Wounded Warrior Project®",My Freedom Jersey,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
37,283319386009297,https://www.facebook.com/ads/archive/render_ad/?id=283319386009297&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Our Flag Does Not Fly Because The Wind Moves It. It Flies With The Last Breath of Each Soldier Who Died Protecting It.”
https://myfreedomjersey.com/memorial_day

🇺🇸 HONORING ALL WHO SERVED 🇺🇸
Take $40 off NOW thru Memorial Day

THE PERFECT GIFT for American Patriots, US Veterans, & Active Military!
✓ Limited Edition
✓ Made in the USA
✓ Veteran Owned & Operated
🚚💨 Fast Shipping!

Normally $89 Get it for a Limited Time ONLY just $49

Grab YOURS here ⬇⬇⬇
https://myfreedomjersey.com/memorial_day

⚠️ SUPPORT A VETERAN ⚠️
Proceeds From This Sale Benefit Our Friends at Wounded Warrior Project®",My Freedom Jersey,"{'lower_bound': '1000', 'upper_bound': '1999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
38,530762474270207,https://www.facebook.com/ads/archive/render_ad/?id=530762474270207&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Our Flag Does Not Fly Because The Wind Moves It. It Flies With The Last Breath of Each Soldier Who Died Protecting It.”
https://myfreedomjersey.com/memorial_day

🇺🇸 HONORING ALL WHO SERVED 🇺🇸
Take $40 off NOW thru Memorial Day

THE PERFECT GIFT for American Patriots, US Veterans, & Active Military!
✓ Limited Edition
✓ Made in the USA
✓ Veteran Owned & Operated
🚚💨 Fast Shipping!

Normally $89 Get it for a Limited Time ONLY just $49

Grab YOURS here ⬇⬇⬇
https://myfreedomjersey.com/memorial_day

⚠️ SUPPORT A VETERAN ⚠️
Proceeds From This Sale Benefit Our Friends at Wounded Warrior Project®",My Freedom Jersey,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
