,Ad ID,Ad URL,Ad Text,Hosted Page,Impressions,Currency,Ad Spending
10,1779855008813334,https://www.facebook.com/ads/archive/render_ad/?id=1779855008813334&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The federal government’s response to COVID-19 must continue. Additional legislation needs to include support for students, medical centers and institutions of higher ed.",UC Advocacy Network,999,USD,99
11,2795840997179759,https://www.facebook.com/ads/archive/render_ad/?id=2795840997179759&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Many of our students continue to be economically impacted by the COVID-19 crisis, Congress must continue to provide support.",UC Advocacy Network,999,USD,99
12,3341904665837681,https://www.facebook.com/ads/archive/render_ad/?id=3341904665837681&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Future COVID-19 federal spending needs to support the communities that institutions for higher ed serve, including students and medical professionals.",UC Advocacy Network,999,USD,99
13,735531653652907,https://www.facebook.com/ads/archive/render_ad/?id=735531653652907&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"A California surfer is in handcuffs after enjoying empty waves, yet repeat child abusers are able to benefit from the state's new $0 cash bail emergency mandate and will be released back into circulation...

Really, Gavin Newsom???

#CADeservesBetter",Senator Shannon Grove,1999,USD,99
14,525079154831669,https://www.facebook.com/ads/archive/render_ad/?id=525079154831669&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Carl DeMaio,4999,USD,99
15,536010263944757,https://www.facebook.com/ads/archive/render_ad/?id=536010263944757&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Carl DeMaio,2999,USD,99
16,168034437856210,https://www.facebook.com/ads/archive/render_ad/?id=168034437856210&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,{{product.brand}},Carl DeMaio,999,USD,99
17,612042769383713,https://www.facebook.com/ads/archive/render_ad/?id=612042769383713&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,COVID-19 more deadly among African American and Latino communities due to diabetes prevalence and limited access to quality health care.,California Health Equity Alliance,1999,USD,99
18,341716640133730,https://www.facebook.com/ads/archive/render_ad/?id=341716640133730&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Now, more than ever,,,WE all need to LIVE WE...WE can not afford to be about ME. The Covid-19 should not only be bringing the USA together, but should bring the WORLD together. 🌎🌏

https://bit.ly/2VQ8CNT

At the Live We store there are various ways to express that you Live WE... 👨🏾‍🤝‍👨🏾👨🏾‍🤝‍👨🏽👨🏻‍🤝‍👨🏻👨🏼‍🤝‍👨🏻👩🏿‍🤝‍🧑🏿👩🏾‍🤝‍🧑🏼...
See More

https://bit.ly/2VQ8CNT

We are now hearing politicians such as Newsom in California and Cuomo in New York use terms such as Me to We and We not Me... Bernie Sanders says Not me. Us..👩🧑👩‍🦱🧔👮‍♀️🧕👳‍♂️👳‍♀️💂‍♀️👩‍⚕️👨‍🎓👷‍♀️👮‍♂️👵🧓👨‍🦰👩‍⚖️🤶🤴🤵👨‍🚒👨‍👩‍👧‍👧

https://bit.ly/2VQ8CNT","Live WE, Not ME",999,USD,99
19,615105382423302,https://www.facebook.com/ads/archive/render_ad/?id=615105382423302&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Did you know that Census 2010 missed approx. 400,000 young Latino children (age 0-4) with California, Texas, Florida, Arizona and New York experiencing the highest undercount? We can’t afford to make the same mistake twice. Count all children in #Census2020! #HazmeContar #CountUsIn",Asian Law Alliance,999,USD,99
20,268228614305303,https://www.facebook.com/ads/archive/render_ad/?id=268228614305303&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"CALIFORNIA FISCAL ABYSS
There’s a road map showing us where fiscal conditions are going in the state of California for both state and local governments. And it’s not a pretty destination. Having worked directly for Governor Schwarzenegger as we entered the great recession in 2007 - 08, I had a ringside seat as we advised the Governor and  watched CA’s finances melt down and were forced to make extremely difficult decisions on how to cut state expenditures. We had the unenviable task task of having to advise the Governor  on how to rollback state programs including education, health and welfare, public safety,  transportation and all the things that people come to depend on in their lives here in the state.

I don’t envy Governor Newsom, his Department of Finance or his cabinet which I served in last time we experienced this.  But I definitely know what they’re going through, what type of fiscal drills they’re doing and what programs are being put on the chopping block in order to keep the state solvent. Let’s hope that the governor catches a break and it’s not as bad as it’s looking it’s going to be. 

The next major shot across the bow comes in two weeks when the Governor will deliver his May revise which will simply be a placeholder on what the final budget looks like",Sheehy Strategy Group,999,USD,99
21,231918904758406,https://www.facebook.com/ads/archive/render_ad/?id=231918904758406&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"More of ☀️, Less of 🌫. Sign the petition to tell your legislators our state needs to build more clean energy storage now.",CA Needs Energy Storage,4999,USD,199
22,1212631232462738,https://www.facebook.com/ads/archive/render_ad/?id=1212631232462738&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"In addition to creating thousands of jobs, clean energy storage projects will provide hundreds of millions of dollars in tax revenues to local governments as cities throughout our state experience growing budget shortfalls due to the current crisis.
 
Tell your legislators: We need clean energy jobs now!",CA Needs Energy Storage,999,USD,99
23,640815730106194,https://www.facebook.com/ads/archive/render_ad/?id=640815730106194&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"In addition to creating thousands of jobs, clean energy storage projects will provide hundreds of millions of dollars in tax revenues to local governments as cities throughout our state experience growing budget shortfalls due to the current crisis.
 
Tell your legislators: We need clean energy jobs now!",CA Needs Energy Storage,999,USD,99
24,826278274447504,https://www.facebook.com/ads/archive/render_ad/?id=826278274447504&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"More of ☀️, Less of 🌫. Sign the petition to tell your legislators our state needs to build more clean energy storage now.",CA Needs Energy Storage,999,USD,99
